"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901342","regulation of vasculature development","57/1187","355/18903",5.25489835504793e-11,2.5316679041159e-08,1.85185667524403e-08,"ANGPTL7/EPHA2/E2F2/F3/NPR1/CD34/AKT3/PPARG/TGFBR2/CX3CR1/HYAL1/ADAMTS9/CXCL10/ANXA3/FGF2/SEMA5A/ECSCR/FGF1/MIR145/SASH1/HOXA5/AQP1/BMPER/LEP/ADGRA2/SFRP1/ENPP2/TEK/RECK/MIR27B/KLF4/ADM/PDE3B/CREB3L1/RAPGEF3/DCN/RGCC/SPRY2/CMA1/PRKD1/RHOJ/CDH5/PRKCA/EMILIN2/PTPRM/C3/ANGPTL4/KLF2/HSPB6/ISM1/PPP1R16B/PTGIS/ADAMTS1/CLDN5/ADM2/VEGFD/MIR221",57
"GO:0097305","response to alcohol","46/1187","253/18903",5.69752733842991e-11,2.5316679041159e-08,1.85185667524403e-08,"PTGFR/TGFBR3/TNFSF4/RGS2/TACR1/INHBB/TGFBR2/ADCY5/ADIPOQ/SLIT2/PTGER4/CDO1/SLIT3/KCNMB1/GPLD1/SGK1/ADCYAP1R1/INHBA/GNAI1/LEP/SFRP1/CCL21/KLF9/PTCH1/AKR1C2/AKR1C3/GATA3/CDK1/CAT/DRD2/A2M/AVPR1A/F7/GNG2/FOS/RAD51/NTRK3/BLM/CES1/SLC2A4/KLF2/FOSB/CLDN5/PPARA/MAOB/FOXP3",46
"GO:0010631","epithelial cell migration","58/1187","366/18903",6.07385083949639e-11,2.5316679041159e-08,1.85185667524403e-08,"EPHA2/EDN2/PLPP3/JUN/PROX1/AKT3/TACR1/ATOH8/ZEB2/DPP4/FAP/MIR10B/PPARG/TGFBR2/HYAL1/ADAMTS9/S100P/SLIT2/KIT/ANXA3/FGF2/SEMA5A/FGF1/FAT2/EDN1/GPLD1/DAAM2/SASH1/MEOX2/BMPER/PTN/EGR3/ADGRA2/ANGPT1/CCN3/ENPP2/KANK1/TEK/ANXA1/MIR27B/KLF4/GATA3/MMRN2/LGALS12/NR4A1/DCN/RGCC/IRS2/PRKD1/CLEC14A/RHOJ/FGF7/CDH5/CDH13/STAT5A/PRKCA/PTPRM/MIR221",58
"GO:0007411","axon guidance","44/1187","236/18903",6.36097463345704e-11,2.5316679041159e-08,1.85185667524403e-08,"EPHA2/ARTN/IGSF9/LAMC2/LGR6/NFASC/EPHA4/CHL1/SEMA3G/BOC/KALRN/EPHB1/SLIT2/BMPR1B/SEMA5A/SLIT3/EDN1/LAMA2/HOXA2/SEMA3A/SEMA3D/RELN/PLXNA4/EPHB6/DPYSL2/NFIB/PTCH1/GATA3/RET/CXCL12/EGR2/UNC5B/NCAM1/ROBO3/ROBO4/CNTN1/FLRT2/EFNB3/NGFR/PTPRM/LAMA3/RNF165/NOVA2/EDN3",44
"GO:0051783","regulation of nuclear division","33/1187","145/18903",7.00891070779774e-11,2.55872920455392e-08,1.87165139230603e-08,"CDCA8/CDC20/NUF2/NEK2/CENPF/SPC25/MAD2L1/CCNB1/CDC25C/DUSP1/EDN1/TTK/CAV2/NPM2/CDCA2/ZWINT/MKI67/RAD51AP1/ESPL1/IGF1/RGCC/DLGAP5/BUB1B/PKMYT1/PLK1/CDT1/AURKB/NDC80/SPC24/CCDC8/PLCB1/AURKA/EDN3",33
"GO:0097485","neuron projection guidance","44/1187","237/18903",7.34739182930055e-11,2.55872920455392e-08,1.87165139230603e-08,"EPHA2/ARTN/IGSF9/LAMC2/LGR6/NFASC/EPHA4/CHL1/SEMA3G/BOC/KALRN/EPHB1/SLIT2/BMPR1B/SEMA5A/SLIT3/EDN1/LAMA2/HOXA2/SEMA3A/SEMA3D/RELN/PLXNA4/EPHB6/DPYSL2/NFIB/PTCH1/GATA3/RET/CXCL12/EGR2/UNC5B/NCAM1/ROBO3/ROBO4/CNTN1/FLRT2/EFNB3/NGFR/PTPRM/LAMA3/RNF165/NOVA2/EDN3",44
"GO:0045765","regulation of angiogenesis","56/1187","349/18903",7.97234330433338e-11,2.61305275833798e-08,1.91138781884699e-08,"EPHA2/E2F2/F3/NPR1/CD34/AKT3/PPARG/TGFBR2/CX3CR1/HYAL1/ADAMTS9/CXCL10/ANXA3/FGF2/SEMA5A/ECSCR/FGF1/MIR145/SASH1/HOXA5/AQP1/BMPER/LEP/ADGRA2/SFRP1/ENPP2/TEK/RECK/MIR27B/KLF4/ADM/PDE3B/CREB3L1/RAPGEF3/DCN/RGCC/SPRY2/CMA1/PRKD1/RHOJ/CDH5/PRKCA/EMILIN2/PTPRM/C3/ANGPTL4/KLF2/HSPB6/ISM1/PPP1R16B/PTGIS/ADAMTS1/CLDN5/ADM2/VEGFD/MIR221",56
"GO:0090132","epithelium migration","58/1187","369/18903",8.45656237066194e-11,2.61777586274046e-08,1.91484266077211e-08,"EPHA2/EDN2/PLPP3/JUN/PROX1/AKT3/TACR1/ATOH8/ZEB2/DPP4/FAP/MIR10B/PPARG/TGFBR2/HYAL1/ADAMTS9/S100P/SLIT2/KIT/ANXA3/FGF2/SEMA5A/FGF1/FAT2/EDN1/GPLD1/DAAM2/SASH1/MEOX2/BMPER/PTN/EGR3/ADGRA2/ANGPT1/CCN3/ENPP2/KANK1/TEK/ANXA1/MIR27B/KLF4/GATA3/MMRN2/LGALS12/NR4A1/DCN/RGCC/IRS2/PRKD1/CLEC14A/RHOJ/FGF7/CDH5/CDH13/STAT5A/PRKCA/PTPRM/MIR221",58
"GO:0001655","urogenital system development","57/1187","360/18903",9.21004077536342e-11,2.70096564212237e-08,1.97569406549624e-08,"CD34/PROX1/CENPF/KIF26B/OSR1/SIX2/CYP26B1/EPHA4/RARB/KLF15/MME/ADIPOQ/TP63/SLIT2/PDGFRA/PKD2/FGF2/SPRY1/IRX1/GCNT4/KLHL3/EGR1/FGF1/BMP6/ID4/TBX18/DACT2/HOXA9/HOXA10/AQP1/BMPER/SFRP1/SOX17/ANGPT1/TEK/ANXA1/PCSK5/PTCH1/GATA3/RET/ARID5B/ACTA2/RBP4/LGR4/CAT/PDGFD/ZBTB16/TNS2/HOXC11/EDNRB/FOXA1/ALDH1A2/PECAM1/BMP2/ADAMTS1/RGN/GPC3",57
"GO:0000819","sister chromatid segregation","44/1187","239/18903",9.77482861634952e-11,2.72326725251498e-08,1.99200717907923e-08,"CDCA8/CDC20/KIF2C/NUF2/KIF14/NEK2/CENPF/ANKRD53/NCAPH/SPC25/KAT2B/SGO1/TACC3/NCAPG/CENPE/MAD2L1/CENPK/CCNB1/PTTG1/DUSP1/KIFC1/TTK/ESCO2/MAPK15/ZWINT/KIF11/KIF18A/CDCA5/RACGAP1/ESPL1/DLGAP5/BUB1B/KIF23/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/NDC80/SPC24/KIF4A",44
"GO:0008608","attachment of spindle microtubules to kinetochore","17/1187","43/18903",2.90261550578534e-10,7.70160647535044e-08,5.63354748792022e-08,"CDCA8/KIF2C/NUF2/NEK2/SPC25/KAT2B/SGO1/ECT2/CENPE/CCNB1/RACGAP1/KNL1/CDT1/AURKB/SPAG5/NDC80/SPC24",17
"GO:0007051","spindle organization","38/1187","195/18903",3.39585273601384e-10,8.60076883866777e-08,6.29126401619406e-08,"AUNIP/CDCA8/CDC20/STIL/NUF2/ASPM/NEK2/ANKRD53/SPC25/KIF15/TACC3/CENPE/TPPP/CCNB1/CCDC69/KIFC1/TTK/GNAI1/TACC1/MAPK15/KIFC2/KIF11/CEP126/RACGAP1/ESPL1/DLGAP5/GOLGA8A/STARD9/CCNB2/KIF23/PLK1/AURKB/SPAG5/NDC80/MISP/WDR62/AURKA/KIF4A",38
"GO:1901654","response to ketone","39/1187","205/18903",4.17656490123263e-10,1.01181824476818e-07,7.40121706982734e-08,"PTGFR/TGFBR3/TXNIP/TNFSF4/TACR1/CPS1/OXTR/ADCY5/SLIT2/SPP1/PTGER4/NR3C1/SLIT3/EDN1/SGK1/HOXA9/HOXA10/AQP1/GNAI1/CAV1/SFRP1/FBXO32/CCL21/KLF9/AKR1C2/AKR1C3/A2M/AVPR1A/GJB2/POSTN/F7/GNG2/FOS/NTRK3/KLF2/FOSB/SOX10/MAOB/FOXP3",39
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","34/1187","163/18903",4.40312538428058e-10,1.02225894338381e-07,7.47758837190106e-08,"CDCA8/CDC20/STIL/NUF2/NEK2/CENPA/ANKRD53/SPC25/KIF15/TACC3/CENPE/MAD2L1/SPRY1/CCNB1/KIFC1/TTK/GNAI1/TACC1/KIFC2/SAPCD2/KIF11/CEP126/RACGAP1/ESPL1/SPRY2/DLGAP5/KIF23/PLK1/AURKB/NDC80/MISP/WDR62/AURKA/KIF4A",34
"GO:0090068","positive regulation of cell cycle process","45/1187","260/18903",4.89573741222393e-10,1.09116195443647e-07,7.98159800426571e-08,"CDCA8/STIL/DDR2/KIF14/DTL/NCAPH/KAT2B/CDC25A/HYAL1/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/EDN1/EZH2/NPM2/PBK/MAPK15/ANXA1/CDC14B/CDK1/E2F8/CDCA5/DRD2/RAD51AP1/RACGAP1/ESPL1/IGF1/CIT/RGCC/DLGAP5/KIF23/CDT1/AURKB/SPAG5/CDC6/NDC80/PLCB1/FAM83D/AURKA/EDN3/ADAMTS1/MIR221",45
"GO:0051983","regulation of chromosome segregation","30/1187","132/18903",5.2874688497153e-10,1.13314524733129e-07,8.28869610773183e-08,"CDCA8/CDC20/KIF2C/NUF2/CENPF/NCAPH/SPC25/KAT2B/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/CDCA2/MAPK15/ZWINT/MKI67/ESPL1/DLGAP5/BUB1B/RMI2/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",30
"GO:0072001","renal system development","51/1187","318/18903",5.70251814473669e-10,1.17683078157307e-07,8.60824571400407e-08,"CD34/PROX1/CENPF/KIF26B/OSR1/SIX2/CYP26B1/EPHA4/RARB/KLF15/MME/ADIPOQ/SLIT2/PDGFRA/PKD2/FGF2/SPRY1/IRX1/GCNT4/KLHL3/EGR1/FGF1/BMP6/TBX18/DACT2/AQP1/BMPER/SFRP1/SOX17/ANGPT1/TEK/PCSK5/PTCH1/GATA3/RET/ARID5B/ACTA2/RBP4/LGR4/CAT/PDGFD/ZBTB16/TNS2/HOXC11/EDNRB/ALDH1A2/PECAM1/BMP2/ADAMTS1/RGN/GPC3",51
"GO:0043434","response to peptide hormone","61/1187","421/18903",7.88324025643954e-10,1.53501072025013e-07,1.12282493459941e-07,"ALPL/TGFBR3/DDR2/INHBB/ACVR1C/CPS1/PID1/TWIST2/OXTR/TIMP4/PPARG/KAT2B/KLF15/ADIPOQ/CCNA2/GHR/PIK3R1/MAP1B/CDO1/EGR1/MIR145/EDN1/GPLD1/INHBA/GNAI1/PDK4/CAV2/CAV1/LEP/RARRES2/LPL/KANK1/ANXA1/CXCL12/EGR2/SORBS1/ADM/PDE3B/CAT/SIK2/NR4A1/TNS2/SOCS2/GJB2/KL/FOXO1/EDNRB/IRS2/F7/FOS/CYP11A1/TRARG1/SLC2A4/CDC6/STAT5A/BRIP1/GDF15/PLCB1/TFF1/PPARA/PFKFB1",61
"GO:0098813","nuclear chromosome segregation","51/1187","321/18903",7.98910819943534e-10,1.53501072025013e-07,1.12282493459941e-07,"CDCA8/CDC20/KIF2C/NUF2/KIF14/NEK2/CENPF/ANKRD53/NCAPH/SPC25/KAT2B/SGO1/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/CENPK/CCNB1/PTTG1/DUSP1/KIFC1/TTK/ESCO2/CCNE2/MAPK15/ZWINT/KIF11/KIF18A/CDCA5/RACGAP1/ESPL1/DLGAP5/BUB1B/KNL1/KIF23/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/EME1/BRIP1/NDC80/SPC24/FAM83D/KIF4A",51
"GO:0061448","connective tissue development","46/1187","274/18903",8.80328529356105e-10,1.63506352185741e-07,1.19601125111117e-07,"BMP8A/CCN1/COL11A1/CD34/OSR1/MATN3/PKDCC/SIX2/EFEMP1/HOXD3/PPARG/RARB/TGFBR2/PTH1R/HYAL1/FGFR3/CYTL1/BMPR1B/FGF2/GHR/ARRDC3/PITX1/EGR1/BMP6/EDN1/ID4/GPLD1/HOXA3/HOXA5/LEP/EBF2/CCN3/CCN4/NFIB/OGN/ARID5B/ACTA2/DGAT2/MMP13/PDGFD/ZBTB16/SOX5/FOXA1/COMP/BMP2/BGN",46
"GO:0007059","chromosome segregation","57/1187","382/18903",9.36348714368953e-10,1.6830113020851e-07,1.23108394636217e-07,"CDCA8/CDC20/KIF2C/NUF2/KIF14/NEK2/CENPF/ANKRD53/NCAPH/SPC25/HJURP/KAT2B/SGO1/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/CENPK/CCNB1/NR3C1/PTTG1/DUSP1/KIFC1/TTK/CDCA2/ESCO2/CCNE2/MAPK15/ZWINT/KIF11/MKI67/KIF18A/CDCA5/RACGAP1/ESPL1/SKA3/DLGAP5/BUB1B/KNL1/KIF23/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/EME1/BRIP1/NDC80/SKA1/SPC24/FAM83D/KIF4A",57
"GO:0001822","kidney development","49/1187","309/18903",1.83203710196e-09,3.19003460378785e-07,2.33343672986484e-07,"CD34/PROX1/CENPF/KIF26B/OSR1/SIX2/CYP26B1/EPHA4/RARB/KLF15/MME/ADIPOQ/SLIT2/PDGFRA/PKD2/FGF2/SPRY1/IRX1/GCNT4/KLHL3/EGR1/FGF1/BMP6/DACT2/AQP1/BMPER/SFRP1/SOX17/ANGPT1/TEK/PCSK5/PTCH1/GATA3/RET/ARID5B/ACTA2/LGR4/CAT/PDGFD/ZBTB16/TNS2/HOXC11/EDNRB/ALDH1A2/PECAM1/BMP2/ADAMTS1/RGN/GPC3",49
"GO:0043542","endothelial cell migration","46/1187","281/18903",2.03471301478809e-09,3.43558209648462e-07,2.51304905686108e-07,"EPHA2/EDN2/PLPP3/PROX1/AKT3/ATOH8/DPP4/FAP/MIR10B/PPARG/ADAMTS9/S100P/SLIT2/ANXA3/FGF2/SEMA5A/FGF1/EDN1/GPLD1/SASH1/MEOX2/BMPER/PTN/EGR3/ADGRA2/ANGPT1/CCN3/TEK/ANXA1/MIR27B/KLF4/GATA3/MMRN2/LGALS12/NR4A1/DCN/RGCC/PRKD1/CLEC14A/RHOJ/CDH5/CDH13/STAT5A/PRKCA/PTPRM/MIR221",46
"GO:0045444","fat cell differentiation","42/1187","244/18903",2.19355537671276e-09,3.59485016442456e-07,2.62954997480861e-07,"RGS2/LAMB3/ZFP36L2/INHBB/PPARG/ADIPOQ/PDGFRA/ADRB2/ID4/DLK2/ADGRF5/ARL4A/STEAP4/LEP/RARRES2/LPL/EBF2/SFRP1/FABP4/RUNX1T1/CCN4/MIR27B/KLF4/GATA3/CCDC3/GDF10/ARID5B/EGR2/FFAR4/LGALS12/ZBTB16/NR4A1/MEDAG/FOXO1/FERMT2/NUDT7/SLC2A4/CEBPA/ZFP36/BMP2/PLCB1/E2F1",42
"GO:0071900","regulation of protein serine/threonine kinase activity","57/1187","395/18903",3.31478963197088e-09,5.27714509409764e-07,3.86010991127556e-07,"RGS2/PROX1/EPHA4/PPARG/KAT2B/CDC25A/ADIPOQ/KIT/PKD2/SNCA/BMPR1B/PDE5A/CCNA2/FGF2/SPRY1/ACSL1/GHR/CCNB1/CDC25C/FGF1/ADRB2/DUSP1/EDN1/TNXB/SASH1/PRKAR2B/CAV1/EZH2/SFRP1/CCNE2/CKS2/TLR4/ADRA2A/ADAM8/CDKN1C/FZD4/PDGFD/IRAK3/RGCC/CAB39L/SPRY2/FERMT2/CDKN3/CCNB2/CEMIP/NTRK3/BLM/CCNF/PKMYT1/PLK1/IL34/CDC6/MAP2K6/CEBPA/RASIP1/BMP2/EDN3",57
"GO:0002040","sprouting angiogenesis","35/1187","185/18903",3.80922555009276e-09,5.8958346569769e-07,4.31266705554361e-07,"EPHA2/E2F2/AKT3/MIR10B/ADAMTS9/SLIT2/LEF1/FGF2/SEMA5A/ESM1/FGF1/GPLD1/RSPO3/MEOX2/BMPER/EGR3/ADGRA2/ANGPT1/TEK/RECK/ANXA1/MIR27B/KLF4/MMRN2/E2F8/CREB3L1/NR4A1/CLEC14A/RHOJ/CDH13/NGFR/KLF2/PPP1R16B/VEGFD/MIR221",35
"GO:0050673","epithelial cell proliferation","65/1187","481/18903",3.93364431135085e-09,5.92385570347214e-07,4.33316380470853e-07,"EPHA2/JUN/TGFBR3/F3/CD34/PROX1/AKT3/OSR1/TACR1/ATOH8/LIMS2/FAP/MIR10B/FZD7/GPBAR1/PPARG/HYAL1/TP63/KIT/FGF2/SEMA5A/FGF1/BMP6/HOXA5/BMPER/CAV2/CAV1/LEP/PTN/EGR3/SFRP1/CCN3/NFIB/TEK/KLF9/MIR27B/PTCH1/GATA3/CXCL12/MMRN2/CDKN1C/LGR4/DRD2/ST8SIA1/NR4A1/IGF1/RGCC/EDNRB/IRS2/PRKD1/FGF7/ALDH1A2/CDH13/STAT5A/NGFR/PRKCA/PTPRM/UHRF1/HPN/ZFP36/BMP2/PPP1R16B/VEGFD/RGN/GPC3",65
"GO:0033047","regulation of mitotic sister chromatid segregation","18/1187","56/18903",4.38608512371029e-09,6.27441097977023e-07,4.58958690325128e-07,"CDCA8/CDC20/NUF2/CENPF/SPC25/KAT2B/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/ZWINT/BUB1B/PLK1/CDT1/AURKB/NDC80/SPC24",18
"GO:0050900","leukocyte migration","57/1187","398/18903",4.39163726150465e-09,6.27441097977023e-07,4.58958690325128e-07,"TNFRSF18/EDN2/ARTN/S1PR1/S100A14/SELP/CD34/TACR1/DPP4/ITGA9/CX3CR1/CD200/P2RY12/SLIT2/KIT/CXCL3/CXCL2/CXCL9/CXCL10/CXCL11/PTGER4/CCL28/PIK3R1/DUSP1/NEDD9/EDN1/HOXA7/LEP/PTN/RARRES2/CCN3/IL33/CCL21/ANXA1/GATA3/RET/CXCL12/ADAM8/LYVE1/SAA1/PDGFD/ITGA7/EDNRB/F7/CTSG/CX3CL1/IL34/SPNS2/MMP28/CCL14/PECAM1/SIRPA/PLCB1/EDN3/JAM2/XG/VEGFD",57
"GO:0045860","positive regulation of protein kinase activity","59/1187","420/18903",4.89844597684358e-09,6.70720533372813e-07,4.90616599013778e-07,"CLSPN/CCN1/FCGR1A/DDR2/KIF14/PROX1/EPHA4/TGFBR2/ECT2/ADIPOQ/DOK7/KIT/PKD2/SNCA/BMPR1B/CENPE/PDE5A/FGF2/ACSL1/GHR/CCNB1/EGR1/FGF1/ADRB2/NEDD9/EDN1/SASH1/RELN/LEP/EZH2/NRG1/ANGPT1/VLDLR/MOB3B/CCL21/CKS2/TLR4/NEURL1/ADRA2A/ADAM8/FZD4/PDGFD/DRD2/GPRC5A/IGF1/RGCC/CAB39L/SPRY2/FERMT2/CEMIP/NTRK3/GPRC5B/IL34/CDC6/MMD/MAP2K6/PRNP/BMP2/EDN3",59
