"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032943","mononuclear cell proliferation","74/1430","312/18903",3.62129652091026e-19,1.71163585730466e-16,1.35000910191233e-16,"TNFRSF4/TNFRSF14/VCAM1/VAV3/PTPN22/VTCN1/SH2D2A/CD1D/MNDA/FCGR3A/FCGR2B/PTPRC/RASSF5/TACR1/ZAP70/IGFBP2/SLC11A1/INPP5D/CCR2/HHLA2/CD86/IL20RB/ST6GAL1/GAPT/CD180/CD74/HAVCR2/DOCK2/BTN3A1/HLA-G/HLA-A/LST1/HLA-DPA1/HLA-DPB1/CARD11/IDO1/TNFSF8/PRKCQ/TSPAN32/CD6/CCDC88B/CD3E/NCKAP1L/P2RX7/GPR183/TNFSF13B/PNP/ARG2/SPN/CORO1A/PYCARD/LGALS9/CCL5/ERBB2/IKZF3/CD300A/FOXJ1/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/TYROBP/IL4I1/LILRB2/LILRB1/LILRB4/ADA/CD40/RAC2/BTK/SASH3",74
"GO:0046651","lymphocyte proliferation","73/1430","305/18903",3.65473848534803e-19,1.71163585730466e-16,1.35000910191233e-16,"TNFRSF4/TNFRSF14/VCAM1/VAV3/PTPN22/VTCN1/SH2D2A/CD1D/MNDA/FCGR3A/FCGR2B/PTPRC/RASSF5/TACR1/ZAP70/IGFBP2/SLC11A1/INPP5D/CCR2/HHLA2/CD86/IL20RB/GAPT/CD180/CD74/HAVCR2/DOCK2/BTN3A1/HLA-G/HLA-A/LST1/HLA-DPA1/HLA-DPB1/CARD11/IDO1/TNFSF8/PRKCQ/TSPAN32/CD6/CCDC88B/CD3E/NCKAP1L/P2RX7/GPR183/TNFSF13B/PNP/ARG2/SPN/CORO1A/PYCARD/LGALS9/CCL5/ERBB2/IKZF3/CD300A/FOXJ1/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/TYROBP/IL4I1/LILRB2/LILRB1/LILRB4/ADA/CD40/RAC2/BTK/SASH3",73
"GO:0022409","positive regulation of cell-cell adhesion","75/1430","322/18903",6.32904985072298e-19,2.7360969354664e-16,2.15802663331129e-16,"TNFRSF14/RUNX3/VCAM1/PTPN22/VTCN1/CD1D/PTPRC/HLX/NLRP3/ZAP70/ITGA4/IGFBP2/CCR2/HHLA2/CD86/RHOH/CXCL13/MYO10/CD74/HAVCR2/HLA-G/HLA-A/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/CARD11/CAV1/PRKCQ/GATA3/ALOX5/ANK3/ADAM8/CD6/CD5/CCDC88B/CD3E/CD27/CD4/NCKAP1L/TNFSF13B/PNP/CORO1A/PYCARD/PIK3R6/LGALS9/CCL5/CCR7/EMILIN2/FSTL3/EBI3/TNFSF9/CD70/VAV1/DHPS/RASAL3/FCHO1/JAK3/IL12RB1/NFKBID/IL4I1/LILRB2/LILRB1/LILRB4/SIRPB1/SIRPG/ADA/BMP7/ITGB2/LGALS1/SASH3",75
"GO:0045785","positive regulation of cell adhesion","96/1430","484/18903",1.09902024639351e-18,4.41178127480825e-16,3.47967989290458e-16,"TNFRSF18/TNFRSF14/RUNX3/VCAM1/VAV3/PTPN22/VTCN1/CD1D/PTPRC/HLX/DISC1/NLRP3/ZAP70/EPB41L5/ITGA4/IGFBP2/CCR2/COL8A1/HHLA2/CD86/RHOH/CXCL13/NPNT/NDNF/MYO10/CD74/HAVCR2/CARMIL1/HLA-G/HLA-A/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/VEGFA/LAMA2/CARD11/CAV1/EPHA1/DUSP26/SFRP1/TEK/EPB41L4B/PRKCQ/GATA3/APBB1IP/CXCL12/ALOX5/ANK3/ADAM8/CD6/CD5/CCDC88B/CD3E/CD27/CD4/ITGA5/NCKAP1L/TNFSF13B/PNP/CORO1A/PYCARD/PIK3R6/LGALS9/CCL5/ERBB2/CCR7/PRKCA/UNC13D/EMILIN2/FSTL3/EBI3/TNFSF9/CD70/VAV1/DHPS/RASAL3/FCHO1/JAK3/IL12RB1/NFKBID/IL4I1/LILRB2/LILRB1/LILRB4/SIRPB1/SIRPG/ADA/BMP7/ITGB2/LGALS1/SASH3",96
"GO:0070661","leukocyte proliferation","78/1430","348/18903",1.39499329844857e-18,5.17256731955758e-16,4.07973047062314e-16,"TNFRSF4/TNFRSF14/VCAM1/VAV3/PTPN22/VTCN1/SH2D2A/CD1D/MNDA/FCGR3A/FCGR2B/PTPRC/RASSF5/TACR1/ZAP70/IGFBP2/SLC11A1/INPP5D/CCR2/HHLA2/CD86/IL20RB/ST6GAL1/GAPT/CD180/CSF1R/CD74/HAVCR2/DOCK2/BTN3A1/HLA-G/HLA-A/LST1/HLA-DPA1/HLA-DPB1/TREM2/ENPP3/CARD11/IDO1/TNFSF8/PRKCQ/TSPAN32/CD6/CCDC88B/CD3E/NCKAP1L/P2RX7/GPR183/TNFSF13B/PNP/ARG2/NMB/SPN/CORO1A/PYCARD/LGALS9/CCL5/ERBB2/IKZF3/CD300A/FOXJ1/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/TYROBP/IL4I1/LILRB2/LILRB1/LILRB4/ADA/CD40/RAC2/BTK/SASH3",78
"GO:0001819","positive regulation of cytokine production","96/1430","486/18903",1.47261703047903e-18,5.17256731955758e-16,4.07973047062314e-16,"TNFRSF14/LAPTM5/LURAP1/GBP5/PTPN22/CD2/VTCN1/MNDA/PYHIN1/IFI16/AIM2/SLAMF6/CD84/LY9/CD244/FCER1G/FCGR3A/PTPRC/RAB7B/NLRP3/NLRC4/PLA2R1/SLC11A1/CCR2/HHLA2/CD200/TIGIT/CD86/IL20RB/SPON2/TLR2/TLR3/CSF1R/CD74/HAVCR2/ITK/BTN3A2/BTN3A1/HLA-F/HLA-G/HLA-A/GPSM3/HLA-DPA1/HLA-DPB1/TREM2/CARD11/SERPINE1/HILPDA/IDO1/C5/CARD9/PRKCQ/GATA3/AFAP1L2/ADAM8/CD6/CCDC88B/CASP1/CADM1/CD3E/CD4/C3AR1/CLEC7A/P2RX7/RGCC/PNP/BATF/IL16/NMB/GPRC5B/SPN/PYCARD/SCIMP/LGALS9/CCL3/CCR7/CCBE1/EBI3/C3/IL12RB1/TYROBP/TGFB1/POU2F2/GARIN5A/LILRB2/LILRA2/LILRB1/NLRP2/CD40/HMOX1/NFAM1/TLR7/TLR8/CYBB/BTK/SASH3",96
"GO:0050867","positive regulation of cell activation","91/1430","467/18903",2.96984647043047e-17,9.81796303754073e-15,7.74366779379735e-15,"TNFRSF4/TNFRSF14/RUNX3/VCAM1/VAV3/PTPN22/CD2/VTCN1/CD1D/FCGR3A/PTPRC/HLX/NLRP3/PLEK/TACR1/ZAP70/IGFBP2/INPP5D/CCR2/HHLA2/CD86/GATA2/RHOH/CD74/HAVCR1/HAVCR2/HLA-F/HLA-G/HLA-A/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/TREM2/CCN2/CARD11/CAV1/TOX/PRKCQ/GATA3/ADAM8/CD6/CD5/CCDC88B/CD3E/CD27/CD4/CLEC7A/NCKAP1L/GPR183/TNFSF13B/PNP/CORO1A/PYCARD/ITGAM/PIK3R6/LGALS9/CCL5/CCL3/CCR7/EBI3/TNFSF9/CD70/VAV1/DHPS/RASAL3/FCHO1/JAK3/IL12RB1/HAMP/NFKBID/TYROBP/AXL/TGFB1/IL4I1/LILRB2/LILRA2/LILRB1/LILRB4/SIRPB1/SIRPG/ADA/CD40/ITGB2/LGALS1/BTK/SASH3",91
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","79/1430","375/18903",3.87699590803018e-17,1.21048427795165e-14,9.54738582965795e-15,"C1QA/C1QC/C1QB/FCGR1A/CD1D/SLAMF6/LY9/FCER1G/FCGR3A/FCGR2B/PTPRC/HLX/SUSD4/NLRP3/CD8A/SLC11A1/INPP5D/CCR2/IL20RB/KLHL6/CXCL13/C7/GAPT/CD74/HAVCR2/BTN3A2/HLA-F/HLA-G/HLA-A/HLA-B/C2/C4A/C4B/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/TREM2/MYO1G/C5/CARD9/PRKCQ/GATA3/PRF1/CRACR2A/CD27/CD4/CLEC7A/NCKAP1L/P2RX7/SLC15A4/TNFSF13B/BATF/CTSH/SPN/UNC13D/FOXJ1/GZMM/EBI3/CD70/C3/JAK3/IL12RB1/NFKBID/TGFB1/IL4I1/LILRB1/LILRB4/SLA2/ADA/CD40/TLR8/WAS/BTK/SASH3",79
"GO:0002263","cell activation involved in immune response","68/1430","297/18903",7.29701616607108e-17,2.15838057122734e-14,1.70236759420085e-14,"ZNF683/SLAMF6/CD84/LY9/CD244/FCER1G/FCGR3A/FCGR2B/PTPRC/HLX/NLRP3/SLC11A1/EOMES/CCR2/DNASE1L3/CD86/GATA2/SUCNR1/ANXA3/GAPT/CD180/CD74/HAVCR2/DOCK2/HLA-F/HLA-DRA/TREM2/ENPP3/LAT2/TCIM/GATA3/APBB1IP/SPI1/CRACR2A/NCKAP1L/SLC15A4/LCP1/GPR183/BATF/DNASE1/SCNN1B/SPN/CORO1A/ITGAL/PYCARD/ITGAM/LGALS9/CCL3/MILR1/CD300A/UNC13D/PRAM1/ADGRE2/JAK3/IL12RB1/NFKBID/TYROBP/TGFB1/NKG7/LILRA2/LILRB1/ADA/CD40/ITGB2/HMOX1/RAC2/LGALS1/BTK",68
"GO:0002696","positive regulation of leukocyte activation","88/1430","450/18903",8.02865354551479e-17,2.25605164628966e-14,1.77940316211383e-14,"TNFRSF4/TNFRSF14/RUNX3/VCAM1/VAV3/PTPN22/CD2/VTCN1/CD1D/FCGR3A/PTPRC/HLX/NLRP3/TACR1/ZAP70/IGFBP2/INPP5D/CCR2/HHLA2/CD86/GATA2/RHOH/CD74/HAVCR1/HAVCR2/HLA-F/HLA-G/HLA-A/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/TREM2/CARD11/CAV1/TOX/PRKCQ/GATA3/ADAM8/CD6/CD5/CCDC88B/CD3E/CD27/CD4/CLEC7A/NCKAP1L/GPR183/TNFSF13B/PNP/CORO1A/PYCARD/ITGAM/PIK3R6/LGALS9/CCL5/CCL3/CCR7/EBI3/TNFSF9/CD70/VAV1/DHPS/RASAL3/FCHO1/JAK3/IL12RB1/HAMP/NFKBID/TYROBP/AXL/TGFB1/IL4I1/LILRB2/LILRB1/LILRB4/SIRPB1/SIRPG/ADA/CD40/ITGB2/LGALS1/BTK/SASH3",88
"GO:0002449","lymphocyte mediated immunity","77/1430","367/18903",1.24802205100744e-16,3.33994472698182e-14,2.63429616881821e-14,"C1QA/C1QC/C1QB/CD2/FCGR1A/CD1D/SLAMF6/SLAMF7/FCER1G/FCGR3A/FCGR2B/PTPRC/SUSD4/NLRP3/CD8A/INPP5D/CCR2/CD96/IL20RB/C7/GAPT/CD74/HAVCR2/BTN3A2/HLA-F/HLA-G/HLA-A/HLA-B/C2/C4A/C4B/HLA-DRA/HLA-DQA1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DOB/HLA-DPA1/HLA-DPB1/TREM2/MYO1G/C5/CARD9/GATA3/PRF1/CADM1/CD27/LAG3/KLRB1/NCKAP1L/P2RX7/SLC15A4/GZMB/BATF/CTSH/CORO1A/PIK3R6/LGALS9/UNC13D/FOXJ1/GZMM/CD70/C3/VAV1/IL12RB1/TGFB1/IL4I1/NKG7/LILRB1/LILRB4/SLA2/CD40/TLR8/WAS/BTK/SH2D1A/SASH3",77
"GO:0002366","leukocyte activation involved in immune response","67/1430","293/18903",1.32374057362825e-16,3.38155546535943e-14,2.66711557681749e-14,"ZNF683/SLAMF6/CD84/LY9/CD244/FCER1G/FCGR3A/FCGR2B/PTPRC/HLX/NLRP3/SLC11A1/EOMES/CCR2/DNASE1L3/CD86/GATA2/SUCNR1/ANXA3/GAPT/CD180/CD74/HAVCR2/DOCK2/HLA-F/HLA-DRA/TREM2/ENPP3/LAT2/GATA3/APBB1IP/SPI1/CRACR2A/NCKAP1L/SLC15A4/LCP1/GPR183/BATF/DNASE1/SCNN1B/SPN/CORO1A/ITGAL/PYCARD/ITGAM/LGALS9/CCL3/MILR1/CD300A/UNC13D/PRAM1/ADGRE2/JAK3/IL12RB1/NFKBID/TYROBP/TGFB1/NKG7/LILRA2/LILRB1/ADA/CD40/ITGB2/HMOX1/RAC2/LGALS1/BTK",67
"GO:0042098","T cell proliferation","55/1430","212/18903",2.16303186902904e-16,5.18150123242297e-14,4.0867768664044e-14,"TNFRSF4/TNFRSF14/VCAM1/PTPN22/VTCN1/SH2D2A/CD1D/PTPRC/ZAP70/IGFBP2/SLC11A1/CCR2/HHLA2/CD86/IL20RB/HAVCR2/DOCK2/BTN3A1/HLA-G/HLA-A/HLA-DPA1/HLA-DPB1/CARD11/IDO1/TNFSF8/PRKCQ/TSPAN32/CD6/CCDC88B/CD3E/NCKAP1L/P2RX7/TNFSF13B/PNP/ARG2/SPN/CORO1A/PYCARD/LGALS9/CCL5/ERBB2/FOXJ1/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/IL4I1/LILRB2/LILRB1/LILRB4/RAC2/SASH3",55
"GO:0070665","positive regulation of leukocyte proliferation","48/1430","167/18903",2.21274073982475e-16,5.18150123242297e-14,4.0867768664044e-14,"TNFRSF4/VCAM1/VAV3/PTPN22/VTCN1/CD1D/FCGR3A/PTPRC/TACR1/ZAP70/IGFBP2/CCR2/HHLA2/CD86/ST6GAL1/CSF1R/CD74/HAVCR2/HLA-A/HLA-DPA1/HLA-DPB1/CARD11/PRKCQ/CD6/CCDC88B/CD3E/NCKAP1L/GPR183/TNFSF13B/PNP/NMB/CORO1A/PYCARD/LGALS9/CCL5/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/LILRB2/ADA/CD40/RAC2/BTK/SASH3",48
"GO:0032946","positive regulation of mononuclear cell proliferation","45/1430","149/18903",2.43167736485611e-16,5.3452317451008e-14,4.21591512991562e-14,"TNFRSF4/VCAM1/VAV3/PTPN22/VTCN1/CD1D/FCGR3A/PTPRC/TACR1/ZAP70/IGFBP2/CCR2/HHLA2/CD86/ST6GAL1/CD74/HAVCR2/HLA-A/HLA-DPA1/HLA-DPB1/CARD11/PRKCQ/CD6/CCDC88B/CD3E/NCKAP1L/GPR183/TNFSF13B/PNP/CORO1A/PYCARD/LGALS9/CCL5/EBI3/TNFSF9/CD70/DHPS/RASAL3/JAK3/IL12RB1/LILRB2/ADA/CD40/BTK/SASH3",45
"GO:0002697","regulation of immune effector process","78/1430","379/18903",2.4728830137477e-16,5.3452317451008e-14,4.21591512991562e-14,"TNFRSF4/TNFRSF14/ZNF683/LAPTM5/PTPN22/FCGR1A/CD1D/SLAMF8/SLAMF6/CD84/CD244/FCGR2B/PTPRC/HLX/SUSD4/NLRP3/CCR2/DNASE1L3/CD96/CD86/GATA2/IL20RB/SPON2/TLR3/CD74/HAVCR2/HLA-F/HLA-G/HLA-A/HLA-B/HLA-DRA/TREM2/ENPP3/NCF1/CARD9/GATA3/SPI1/CADM1/LAG3/KLRB1/CLEC7A/NCKAP1L/P2RX7/SLC15A4/BATF/DNASE1/GPRC5B/PYCARD/ITGAM/SCIMP/PIK3R6/LGALS9/CD300A/UNC13D/FOXJ1/C3/VAV1/PRAM1/ADGRE2/JAK3/IL12RB1/NFKBID/TYROBP/AXL/TGFB1/IL4I1/KLK7/LILRB1/LILRB4/CD40/ITGB2/HMOX1/RAC2/TLR7/WAS/BTK/SH2D1A/SASH3",78
